username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,
ACUEDUCTOSPR,2017-09-23 11:16,1,6,"[Ahora] en la #RegiónMetro contamos con 210,000 clientes con servicio agua potable #PuertoRicoSeLevanta",,,#Regi #PuertoRicoSeLevanta,9.11610208178368E+017,https://twitter.com/ACUEDUCTOSPR/status/911610208178368512,
ACUEDUCTOSPR,2017-09-23 11:09,9,19,"[Ahora] tenemos aproximadamente de 20-25% clientes con servicio. Durante el paso del huracán tuvimos, 100% de la isla, sin servicio.",,,,9.11608571435061E+017,https://twitter.com/ACUEDUCTOSPR/status/911608571435061249,
ACUEDUCTOSPR,2017-09-23 06:53,2,1,Después de la emergencia te puedes comunicar a nuestro #CentroTelefónico #MaríaPR #PuertoRicoSeLevanta #UnEquipo pic.twitter.com/Kj3uWjRl16,,,#CentroTelef #Mar #PuertoRicoSeLevanta #UnEquipo,9.11543940125532E+017,https://twitter.com/ACUEDUCTOSPR/status/911543940125532160,
ACUEDUCTOSPR,2017-09-22 18:21,2,1,Después de la emergencia te puedes comunicar a nuestro #CentroTelefónico #MaríaPR #PuertoRicoSeLevanta #UnEquipo pic.twitter.com/4dIaKIX4U4,,,#CentroTelef #Mar #PuertoRicoSeLevanta #UnEquipo,9.11354803808334E+017,https://twitter.com/ACUEDUCTOSPR/status/911354803808333825,
ACUEDUCTOSPR,2017-09-22 11:30,6,5,Después del paso de #MaríaPR estamos listos para brindarle el servicio de #AguaPotable porque #PuertoRicoSeLevanta como #UnEquipo pic.twitter.com/z9jMWTY4Wy,,,#Mar #AguaPotable #PuertoRicoSeLevanta #UnEquipo,9.11251312725111E+017,https://twitter.com/ACUEDUCTOSPR/status/911251312725110784,
ACUEDUCTOSPR,2017-09-22 11:22,0,1,Después del paso de #MaríaPR nos toca como pueblo trabajar como #UnEquipo y levantar nuestra #AAA porque #PuertoRicoSeLevanta pic.twitter.com/MskHVYKcaV,,,#Mar #UnEquipo #AAA #PuertoRicoSeLevanta,9.11249285227872E+017,https://twitter.com/ACUEDUCTOSPR/status/911249285227872258,
ACUEDUCTOSPR,2017-09-22 11:07,5,1,Después de una emergencia debes hervir el agua por cinco minutos en un recipiente sin tapa o añade ocho gotitas de cloro líquido #MaríaPR pic.twitter.com/UZ1Klax973,,,#Mar,9.11245591849685E+017,https://twitter.com/ACUEDUCTOSPR/status/911245591849684995,
ACUEDUCTOSPR,2017-09-22 10:11,1,0,Después de una emergencia estar atentos a los boletines de la Agencia Estatal para el Manejo de Emergencias #PRSeLevanta #MaríaPR pic.twitter.com/dQBp8b8lgq,,,#PRSeLevanta #Mar,9.11231405279126E+017,https://twitter.com/ACUEDUCTOSPR/status/911231405279125504,
ACUEDUCTOSPR,2017-09-22 10:09,3,1,"Después de una emergencia, barre las hojas y la basura con la escoba, no con la manguera #PRSeLevanta #MaríaPR pic.twitter.com/8fbYkOCbRH",,,#PRSeLevanta #Mar,9.11230900112904E+017,https://twitter.com/ACUEDUCTOSPR/status/911230900112904195,
ACUEDUCTOSPR,2017-09-22 10:03,1,1,"Después de una emergencia usa el mismo vaso durante el día, para que ahorres agua en el fregado #PRSeLevanta pic.twitter.com/Y21w1E62XL",,,#PRSeLevanta,9.11229582010929E+017,https://twitter.com/ACUEDUCTOSPR/status/911229582010929154,
ACUEDUCTOSPR,2017-09-22 09:59,1,0,"Después de una emergencia, instala un pistero en tu manguera para controlar cantidad y presión de agua #PRSeLevanta pic.twitter.com/h2i25k7br6",,,#PRSeLevanta,9.11228426727588E+017,https://twitter.com/ACUEDUCTOSPR/status/911228426727587841,
ACUEDUCTOSPR,2017-09-22 09:55,1,0,"Después de una emergencia, evite lavar autos y desperdiciar el líquido disponible #PRSeLevanta pic.twitter.com/AcjJP723Ah",,,#PRSeLevanta,9.1122743560097E+017,https://twitter.com/ACUEDUCTOSPR/status/911227435600969728,
ACUEDUCTOSPR,2017-09-22 09:45,1,0,"Después de una emergencia, evite abrir bocas de incendio y desperdiciar el líquido disponible #PRSeLevanta pic.twitter.com/E3bx2pMgCT",,,#PRSeLevanta,9.11224817432633E+017,https://twitter.com/ACUEDUCTOSPR/status/911224817432633345,
ACUEDUCTOSPR,2017-09-22 09:40,1,1,Durante la emergencia te puedes comunicar a nuestro #CentroTelefónico #MaríaPR #PuertoRicoSePrepara #UnEquipo pic.twitter.com/B3tEoQq3yU,,,#CentroTelef #Mar #PuertoRicoSePrepara #UnEquipo,9.11223721393889E+017,https://twitter.com/ACUEDUCTOSPR/status/911223721393889281,
ACUEDUCTOSPR,2017-09-19 21:48,1,1,[Ahora] @PresidenteAAA en entrevista por #RadioCatólica informa #PlanDeContingencia para #MaríaPR #PuertoRicoSePrepara,,@PresidenteAAA,#RadioCat #PlanDeContingencia #Mar #PuertoRicoSePrepara,9.10319624608154E+017,https://twitter.com/ACUEDUCTOSPR/status/910319624608153600,
ACUEDUCTOSPR,2017-09-19 18:30,2,2,[Ahora] @PresidenteAAA en entrevista por @Z93PR informa #PlanDeContingencia para #MaríaPR #PuertoRicoSePrepara,,@PresidenteAAA @Z93PR,#PlanDeContingencia #Mar #PuertoRicoSePrepara,9.10270004511351E+017,https://twitter.com/ACUEDUCTOSPR/status/910270004511350789,
ACUEDUCTOSPR,2017-09-19 16:03,0,1,[Ahora] @PresidenteAAA en entrevista con @OjedaWKAQ por @WKAQ580 informa #PlanDeContingencia para #MaríaPR #PuertoRicoSePrepara,,@PresidenteAAA @OjedaWKAQ @WKAQ580,#PlanDeContingencia #Mar #PuertoRicoSePrepara,9.10232888867721E+017,https://twitter.com/ACUEDUCTOSPR/status/910232888867721216,
ACUEDUCTOSPR,2017-09-19 14:23,1,2,[Ahora] @PresidenteAAA en entrevista con @raymondarrieta por @DiaaDiaPR @Telemundo #PlanDeContingencia #MaríaPR #PuertoRicoSePrepara,,@PresidenteAAA @raymondarrieta @DiaaDiaPR @Telemundo,#PlanDeContingencia #Mar #PuertoRicoSePrepara,9.10207823002456E+017,https://twitter.com/ACUEDUCTOSPR/status/910207823002456064,
ACUEDUCTOSPR,2017-09-19 14:21,1,2,. @JAIMEAMAYOL DECLARACIONES DEL PRESIDENTE DE LA AAA ELÍ DÍAZ ATIENZA SOBRE EL SERVICIO DE AGUA POTABLE http://www. acueductospr.com/comunicados/de fault?docid=13B18B97500868A3042581A0003F8DFD … pic.twitter.com/B0d4q09DI2,,@JAIMEAMAYOL,,9.10207315705549E+017,https://twitter.com/ACUEDUCTOSPR/status/910207315705548801,
ACUEDUCTOSPR,2017-09-19 14:19,7,8,[Aviso] #GuíaTelefónica donde puedes reportar cualquier incidencia o emergencia ante el posible paso del huracán #MaríaPR #PRSePrepara pic.twitter.com/u0MENPVEoQ,,,#Gu #Mar #PRSePrepara,9.10206641865396E+017,https://twitter.com/ACUEDUCTOSPR/status/910206641865396226,
ACUEDUCTOSPR,2017-09-19 14:16,0,0,"Buenos días, gracias por notificarnos. Podría enviar número de contacto por mensaje directo. Al momento el sistema está en operación. NCC",,,,9.10205997586813E+017,https://twitter.com/ACUEDUCTOSPR/status/910205997586812928,
ACUEDUCTOSPR,2017-09-19 14:16,0,0,"Gracias por escribirnos. Sistema en recuperación. De no surgir inconvenientes, el servicio se restablecerá en horas de la tarde de hoy. NCC",,,,9.1020597135557E+017,https://twitter.com/ACUEDUCTOSPR/status/910205971355570177,
ACUEDUCTOSPR,2017-09-19 13:55,4,2,"Como parte del plan de contingencia, estamos realizando descargas preventivas #MaríaPR #PuertoRicoSePrepara #UnEquipo pic.twitter.com/NAH5G0SuM4",,,#Mar #PuertoRicoSePrepara #UnEquipo,9.10200730270696E+017,https://twitter.com/ACUEDUCTOSPR/status/910200730270695425,
ACUEDUCTOSPR,2017-09-19 13:51,3,0,Antes de un huracán debes tener un plan de contingencia #MaríaPR #PuertoRicoSePrepara #UnEquipo pic.twitter.com/Lf3rqFxMk1,,,#Mar #PuertoRicoSePrepara #UnEquipo,9.10199693321359E+017,https://twitter.com/ACUEDUCTOSPR/status/910199693321359360,
ACUEDUCTOSPR,2017-09-19 13:50,0,0,"Buenas tardes, se refiere el caso al área operacional. Gracias por la información.-TR",,,,9.1019953222239E+017,https://twitter.com/ACUEDUCTOSPR/status/910199532222390272,
ACUEDUCTOSPR,2017-09-19 13:43,4,2,Durante la emergencia te puedes comunicar a nuestro #CentroTelefónico #MaríaPR #PuertoRicoSePrepara #UnEquipo pic.twitter.com/hftNiZPD5r,,,#CentroTelef #Mar #PuertoRicoSePrepara #UnEquipo,9.10197570537951E+017,https://twitter.com/ACUEDUCTOSPR/status/910197570537951233,
ACUEDUCTOSPR,2017-09-19 13:33,0,0,"Buenas tardes, nos puede indicar la dirección donde reporta la situación. ML",,,,9.10195203394417E+017,https://twitter.com/ACUEDUCTOSPR/status/910195203394416640,
ACUEDUCTOSPR,2017-09-19 10:13,9,7,[Aviso] #GuíaTelefónica donde puedes reportar cualquier incidencia o emergencia ante el posible paso del huracán #MaríaPR #PRSeLevanta pic.twitter.com/NLRd5dWIKW,,,#Gu #Mar #PRSeLevanta,9.10144708986442E+017,https://twitter.com/ACUEDUCTOSPR/status/910144708986441728,
ACUEDUCTOSPR,2017-09-19 10:11,0,0,"Buenos días, se refirió la información al área operacional de Caguas para que cotejen sistema. -ZB",,,,9.10144374050378E+017,https://twitter.com/ACUEDUCTOSPR/status/910144374050377730,
ACUEDUCTOSPR,2017-09-19 10:10,0,0,"Buenos días, gracias por la información. Se refiere el caso al área operacional para su cotejo y acción correspondiente. ML",,,,9.10144166637838E+017,https://twitter.com/ACUEDUCTOSPR/status/910144166637838336,
ACUEDUCTOSPR,2017-09-19 10:00,0,0,"Buen día. Planta de Filtros Montaña en baja producción debido a problemas mecánicos, lo que ocasiona intermitencias o falta de servicio. Wm",,,,9.10141669743448E+017,https://twitter.com/ACUEDUCTOSPR/status/910141669743448064,
ACUEDUCTOSPR,2017-09-19 09:47,1,1,Compartimos reportaje de @radioislatv donde reseñan expresiones @PresidenteAAA desmintiendo rumores #RedesSociales http://www. radioisla1320.com/varios-sectore s-no-tendran-agua-desde-hoy/ … pic.twitter.com/DrcK2OmkNZ,,@radioislatv @PresidenteAAA,#RedesSociales,9.10138290212426E+017,https://twitter.com/ACUEDUCTOSPR/status/910138290212425729,
ACUEDUCTOSPR,2017-09-19 09:42,12,6,[Actualización] Informe del plan de contingencia ante el posible paso del huracán María #MaríaPR #PRSePrepara #UnEquipo pic.twitter.com/bOcIGsjmMM,,,#Mar #PRSePrepara #UnEquipo,9.10137009532019E+017,https://twitter.com/ACUEDUCTOSPR/status/910137009532018689,
ACUEDUCTOSPR,2017-09-19 09:39,4,1,Compartimos reportaje de @noticel donde reseñan expresiones @PresidenteAAA desmintiendo rumores #RedesSociales http://www. noticel.com/noticia/208177 /aaa-y-aee-continuaran-trabajando-hasta-que-las-condiciones-lo-permitan.html … pic.twitter.com/DyvAcXigEz,,@noticel @PresidenteAAA,#RedesSociales,9.10136175977013E+017,https://twitter.com/ACUEDUCTOSPR/status/910136175977013248,
ACUEDUCTOSPR,2017-09-19 09:36,2,2,Compartimos reportaje de @VoceroPR donde reseñan expresiones @PresidenteAAA desmintiendo rumores #RedesSociales http://www. elvocero.com/gobierno/aaa-d esmiente-plan-de-interrupci-n-de-servicio-de-agua/article_faf65490-9d34-11e7-9a35-67b14604755d.html … pic.twitter.com/oSJw55KJl4,,@VoceroPR @PresidenteAAA,#RedesSociales,9.10135468297277E+017,https://twitter.com/ACUEDUCTOSPR/status/910135468297277440,
ACUEDUCTOSPR,2017-09-19 09:33,0,0,"Gracias por escribirnos. Sistema en recuperación. De no surgir inconvenientes, el servicio de restablecerá en horas del medio día de hoy. NC",,,,9.10134640333267E+017,https://twitter.com/ACUEDUCTOSPR/status/910134640333266944,
ACUEDUCTOSPR,2017-09-19 09:32,0,0,"Buenos días, gracias por escribirnos. Podría indicar dirección exacta para referir información al área operacional y cotejar servicio. NC",,,,9.10134545449669E+017,https://twitter.com/ACUEDUCTOSPR/status/910134545449668608,
ACUEDUCTOSPR,2017-09-19 09:32,1,2,Compartimos reportaje de @Metro_PR donde reseñan expresiones @PresidenteAAA desmintiendo rumores #RedesSociales https://www. metro.pr/pr/noticias/20 17/09/19/aaa-desmiente-rumores-redes-sociales-servicio-huracan.html … pic.twitter.com/Uc3PiJN7IV,,@Metro_PR @PresidenteAAA,#RedesSociales,9.10134541519647E+017,https://twitter.com/ACUEDUCTOSPR/status/910134541519646721,
ACUEDUCTOSPR,2017-09-19 09:32,0,0,"Gracias por escribirnos. Sistema en recuperación. De no surgir inconvenientes, es servicio se restablecerá en horas de la tarde de hoy. NC",,,,9.10134399244603E+017,https://twitter.com/ACUEDUCTOSPR/status/910134399244603392,
ACUEDUCTOSPR,2017-09-19 09:31,0,1,Gracias por escribirnos. Brigadas de AAA y AEE trabajan en conjunto para restablecer sistema en la planta de filtros Morovis Sur. NCC,,,,9.10134292906263E+017,https://twitter.com/ACUEDUCTOSPR/status/910134292906262528,
ACUEDUCTOSPR,2017-09-19 07:39,0,2,DECLARACIONES DEL PRESIDENTE DE LA AAA ELÍ DÍAZ ATIENZA SOBRE EL SERVICIO DE AGUA POTABLE http://www. acueductospr.com/comunicados/de fault?docid=13B18B97500868A3042581A0003F8DFD … pic.twitter.com/79lx4XWXWX,,,,9.1010595701069E+017,https://twitter.com/ACUEDUCTOSPR/status/910105957010690048,
ACUEDUCTOSPR,2017-09-19 07:34,0,0,Buenos días. Intermitencias por baja producción en Planta Filtros Montaña. Se trabaja para restablecer servicio. Wm,,,,9.10104709247234E+017,https://twitter.com/ACUEDUCTOSPR/status/910104709247234048,
ACUEDUCTOSPR,2017-09-19 07:22,0,0,Buenos días. El servicio ha estado afectado por una falla mecánica. Brigadas trabajan para restablecer servicio. Wm,,,,9.10101664249647E+017,https://twitter.com/ACUEDUCTOSPR/status/910101664249647104,
ACUEDUCTOSPR,2017-09-19 07:04,0,0,Saludos. Personal trabaja para restablecer el servicio que está afectado por baja producción en planta de filtros Montaña. Wm,,,,9.1009732855561E+017,https://twitter.com/ACUEDUCTOSPR/status/910097328555610112,
ACUEDUCTOSPR,2017-09-19 06:39,0,0,"Buenos días, gracias por escribirnos. Podría indicar dirección exacta para cotejar servicio. NCC",,,,9.10090849001837E+017,https://twitter.com/ACUEDUCTOSPR/status/910090849001836545,
ACUEDUCTOSPR,2017-09-19 06:38,0,0,"Buenos días, gracias por escribirnos. Se refiere la información al área operacional para cotejo y acción correspondiente. NCC",,,,9.1009065613942E+017,https://twitter.com/ACUEDUCTOSPR/status/910090656139419649,
ACUEDUCTOSPR,2017-09-19 06:37,0,0,"Buenos días, gracias por notificar. Se refieren los datos al área operacional para cotejo y acción correspondiente. NCC",,,,9.1009050327801E+017,https://twitter.com/ACUEDUCTOSPR/status/910090503278010369,
ACUEDUCTOSPR,2017-09-19 05:43,7,7,[Importante] En caso de una emergencia puedes comunicarte con el @911PuertoRico a través de #MensajesDeTexto http://www. elvocero.com/actualidad/dis ponible-sistema-de-textos-para-el/article_d3e67e26-9ca7-11e7-8670-bf8c1e0cd0ba.html … pic.twitter.com/zTaIO5hnFR,,@911PuertoRico,#MensajesDeTexto,9.10076846338867E+017,https://twitter.com/ACUEDUCTOSPR/status/910076846338867201,
ACUEDUCTOSPR,2017-09-18 23:28,7,12,[Actualización] Informe del plan de contingencia ante el posible paso del huracán María #MaríaPR #PRSePrepara pic.twitter.com/iUW9bxgjMS,,,#Mar #PRSePrepara,9.09982493805334E+017,https://twitter.com/ACUEDUCTOSPR/status/909982493805334530,
ACUEDUCTOSPR,2017-09-18 20:19,0,1,"Buenas tardes, gracias por escribirnos. Se refiere la información al área operacional de Cayey para que cotejen sistema. -ZB",,,,9.0993505348397E+017,https://twitter.com/ACUEDUCTOSPR/status/909935053483970563,
ACUEDUCTOSPR,2017-09-18 19:24,0,1,"Buenas noches, gracias por escribirnos. Brigadas de la AAA realizan ajustes operacionales para que se restablezca en la noche de hoy. NC",,,,9.09921173462495E+017,https://twitter.com/ACUEDUCTOSPR/status/909921173462495232,
ACUEDUCTOSPR,2017-09-18 19:13,0,0,Brigadas continúan trabajando para restablecer el servicio a sectores afectados en Moca. Wm,,,,9.09918314121585E+017,https://twitter.com/ACUEDUCTOSPR/status/909918314121584641,
ACUEDUCTOSPR,2017-09-18 17:46,0,0,"Gracias por notificarnos. Sistema en recuperación. De no surgir inconvenientes, el sistema se restablecerá en la mañana del martes. NC",,,,9.09896386728071E+017,https://twitter.com/ACUEDUCTOSPR/status/909896386728071170,
ACUEDUCTOSPR,2017-09-18 17:27,0,0,"Buenas tardes, trabajamos en la toma obstruida de aguas crudas de la planta de filtración de Coamo. -TR",,,,9.098917586282E+017,https://twitter.com/ACUEDUCTOSPR/status/909891758628200451,
ACUEDUCTOSPR,2017-09-18 15:15,2,2,"Gracias por escribirnos. Sistema en recuperacion, de no surgir inconvenientes, el servicio se restablecerá en horas de la tarde de hoy. NC",,,,9.09858438687134E+017,https://twitter.com/ACUEDUCTOSPR/status/909858438687133696,
ACUEDUCTOSPR,2017-09-18 15:14,0,1,"Buenas tardes, gracias por escribirnos. Brigadas de la AAA trabajan en reparación de tubería de aguas crudas para restablecer servicio. NCC",,,,9.09858246697083E+017,https://twitter.com/ACUEDUCTOSPR/status/909858246697082880,
ACUEDUCTOSPR,2017-09-18 15:14,0,1,"Gracias por escribirnos. Sistema en recuperación, de no surgir inconvenientes, el servicio se restablecerá en horas de la noche de hoy. NCC",,,,9.09858167395426E+017,https://twitter.com/ACUEDUCTOSPR/status/909858167395426310,
ACUEDUCTOSPR,2017-09-18 14:01,0,0,"Buenas tardes, trabajamos en salidero de Guayanilla que afecta el área.-TR",,,,9.09839792774566E+017,https://twitter.com/ACUEDUCTOSPR/status/909839792774565889,
ACUEDUCTOSPR,2017-09-18 13:48,0,0,"Buenos días, gracias por escribirnos. Brigadas de AAA trabajan para restablecer el servicio a la mayor brevedad posible. NCC",,,,9.0983651035408E+017,https://twitter.com/ACUEDUCTOSPR/status/909836510354079744,
ACUEDUCTOSPR,2017-09-18 13:43,15,21,"Durante está emergencia podrás #PagarTuCuenta , #ReportarAverías , ver tu #FacturaElectrónica y ver #EstatusDeOrdenes http:// acueductospr.com/micuenta/login pic.twitter.com/vPFc8DSsq2",,,#PagarTuCuenta #ReportarAver #FacturaElectr #EstatusDeOrdenes,9.0983523630073E+017,https://twitter.com/ACUEDUCTOSPR/status/909835236300730368,
ACUEDUCTOSPR,2017-09-18 13:31,0,0,"Buenas tardes, gracias por notificarnos. Se refiere la información al área operacional para cotejo y accion correspondiente. NCC",,,,9.0983236785816E+017,https://twitter.com/ACUEDUCTOSPR/status/909832367858159616,
ACUEDUCTOSPR,2017-09-18 13:27,0,2,Saludos. Gracias por informar. Notificamos al personal de turno para cotejo del sistema. Wm,,,,9.09831267784516E+017,https://twitter.com/ACUEDUCTOSPR/status/909831267784515590,
ACUEDUCTOSPR,2017-09-18 13:27,0,0,"Buenas tardes, gracias por la información. Se refiere el caso al área operacional para su cotejo y acción correspondiente. ML",,,,9.09831223647855E+017,https://twitter.com/ACUEDUCTOSPR/status/909831223647854593,
ACUEDUCTOSPR,2017-09-18 13:21,0,0,"Buenos días, nos puede indicar la dirección donde reside para poder asistirle. ML",,,,9.09829817482273E+017,https://twitter.com/ACUEDUCTOSPR/status/909829817482272769,
ACUEDUCTOSPR,2017-09-18 13:21,0,0,"Buenos días, gracias por notificarnos. Se refiere la información al área operacional para cotejo y acción correspondiente. NCC",,,,9.09829746275553E+017,https://twitter.com/ACUEDUCTOSPR/status/909829746275553280,
ACUEDUCTOSPR,2017-09-18 12:51,0,0,"Buenas tardes, gracias por escribirnos. Brigadas de AAA continúan trabajando para restablecer servicio a la mayor brevedad. NCC",,,,9.09822249678655E+017,https://twitter.com/ACUEDUCTOSPR/status/909822249678655488,
ACUEDUCTOSPR,2017-09-18 12:46,0,0,"Saludos, gracias por la información. Nos encontramos trabajando en la reparación del sistema para restablecer servicio lo antes posible. Wm",,,,9.09821008730878E+017,https://twitter.com/ACUEDUCTOSPR/status/909821008730877952,
ACUEDUCTOSPR,2017-09-18 12:45,0,0,"Buenas tardes, gracias por escribirnos. Podría indicar dirección más exacta para cotejar servicio. NCC",,,,9.09820734725386E+017,https://twitter.com/ACUEDUCTOSPR/status/909820734725386240,
ACUEDUCTOSPR,2017-09-18 11:14,0,3,[Ahora] @PresidenteAAA en entrevista con #RubénSánchez Informe del plan de contingencia ante el paso #HuracánMaria #MaríaPR #PRSeLevanta pic.twitter.com/WwNxiCHzW7,,@PresidenteAAA,#Rub #Hurac #Mar #PRSeLevanta,9.09797872836727E+017,https://twitter.com/ACUEDUCTOSPR/status/909797872836726784,
ACUEDUCTOSPR,2017-09-18 10:54,1,1,AAA informa cierre de oficinas comerciales debido a huracán María http://www. acueductospr.com/comunicados/de fault?docid=BDECA07F9008915F0425819F00519E84 … pic.twitter.com/ff2zGDd63t,,,,9.09792877714256E+017,https://twitter.com/ACUEDUCTOSPR/status/909792877714255872,
ACUEDUCTOSPR,2017-09-18 10:20,1,3,Informe del plan de contingencia ante el posible paso del huracán Maria. #MariaPR #PRSeLevanta pic.twitter.com/TTSYnGCeF8,,,#MariaPR #PRSeLevanta,9.09784320306483E+017,https://twitter.com/ACUEDUCTOSPR/status/909784320306483205,
ACUEDUCTOSPR,2017-09-18 08:40,35,26,[Aviso] #GuíaTelefónica donde puedes reportar cualquier incidencia o emergencia ante el posible paso del huracán Maria. #MariaPR pic.twitter.com/HH7oJ4vhp0,,,#Gu #MariaPR,9.09758919140102E+017,https://twitter.com/ACUEDUCTOSPR/status/909758919140102144,
ACUEDUCTOSPR,2017-09-18 08:32,0,0,"Buenos días, gracias por escribirnos. Brigadas de la AAA trabajan en la planta de filtros Corozal la cual tiene toma tapada por sedimentos.N",,,,9.09757108362597E+017,https://twitter.com/ACUEDUCTOSPR/status/909757108362596352,
ACUEDUCTOSPR,2017-09-18 08:32,0,0,"Buenos días, gracias por notificarnos. Brigadas de AAA y AEE trabajan en conjunto para restablecer el servicio a la mayor brevedad. NC",,,,9.09756982176965E+017,https://twitter.com/ACUEDUCTOSPR/status/909756982176964608,
ACUEDUCTOSPR,2017-09-18 08:21,0,0,"Buenos días, gracias por notificarnos. Se refiere la información al área operacional para cotejo y acción correspondiente. NC",,,,9.09754274455925E+017,https://twitter.com/ACUEDUCTOSPR/status/909754274455924736,
ACUEDUCTOSPR,2017-09-18 08:21,0,0,Gracias por escribirnos. La planta de filtros Corozal reporta toma tapada. Brigadas de AAA trabajan para restablecer el servicio. NC,,,,9.09754252066722E+017,https://twitter.com/ACUEDUCTOSPR/status/909754252066721792,
ACUEDUCTOSPR,2017-09-18 08:13,15,8,"[Aviso] Hoy lunes, 18 septiembre de 2017 nuestras oficinas de servicio al cliente atenderá público hasta las #12:00pm #MaríaPR #PRSePrepara pic.twitter.com/vjQV5Pm53J",,,#12 #Mar #PRSePrepara,9.09752238251356E+017,https://twitter.com/ACUEDUCTOSPR/status/909752238251356160,
ACUEDUCTOSPR,2017-09-18 08:12,0,0,"Buenos días, gracias por informanos. Brigadas de AAA trabajan en la planta de filtros Corozal la cual se encuentra con toma tapada. NC",,,,9.09751967672619E+017,https://twitter.com/ACUEDUCTOSPR/status/909751967672619008,
ACUEDUCTOSPR,2017-09-18 08:05,0,0,"Buen día, gracias por escribirnos. La planta de filtros Corozal reporta toma tapada. Brigadas de AAA trabajan para restablecer el servicio.N",,,,9.09750230161265E+017,https://twitter.com/ACUEDUCTOSPR/status/909750230161264640,
ACUEDUCTOSPR,2017-09-18 08:04,0,0,"Buenos días, gracias por escribirnos. Brigadas de AAA y AEE trabajan en conjunto para restablecer el servicio a la mayor brevedad posible. N",,,,9.09750045234356E+017,https://twitter.com/ACUEDUCTOSPR/status/909750045234356224,
ACUEDUCTOSPR,2017-09-18 07:59,1,1,"Buen día, como parte del plan de contingencia de AAA, cuando se declara emergencia no se realizan cortes de servicio. ML",,,,9.09748678986015E+017,https://twitter.com/ACUEDUCTOSPR/status/909748678986014720,
ACUEDUCTOSPR,2017-09-18 07:58,0,1,"Buen día, como parte del plan de contingencia de AAA, cuando se declara emergencia no se realizan cortes de servicio. ML",,,,9.09748480465424E+017,https://twitter.com/ACUEDUCTOSPR/status/909748480465424385,
ACUEDUCTOSPR,2017-09-18 07:35,0,0,"Buenos días, gracias por la información. Referimos el caso al área operacional para su cotejo y acción correspondiente. ML",,,,9.09742671979303E+017,https://twitter.com/ACUEDUCTOSPR/status/909742671979302912,
ACUEDUCTOSPR,2017-09-18 07:35,0,0,"Buenos días, gracias por informarnos. Se refiere el caso al área operacional para su cotejo y acción correspondiente. ML",,,,9.09742652991697E+017,https://twitter.com/ACUEDUCTOSPR/status/909742652991696897,
ACUEDUCTOSPR,2017-09-18 07:32,0,1,"Buenos días, se estará coordinando camión oasis para localizarlo en la zona. Favor de proveer por mensaje directo información contacto. -ZB",,,,9.09741826344718E+017,https://twitter.com/ACUEDUCTOSPR/status/909741826344718338,
ACUEDUCTOSPR,2017-09-18 07:31,0,0,"Buenos días, se refiere la información al área operacional de Caguas para la acción correspondiente. -ZB",,,,9.09741780010259E+017,https://twitter.com/ACUEDUCTOSPR/status/909741780010258432,
ACUEDUCTOSPR,2017-09-18 07:31,0,0,"Buenos días, gracias por escribirnos. Brigadas de la AAA realizan ajustes operacionales a la estación de bombas Dominguito. NCC",,,,9.09741693766898E+017,https://twitter.com/ACUEDUCTOSPR/status/909741693766897664,
ACUEDUCTOSPR,2017-09-18 07:19,0,0,"Buenos días, gracias por informarnos. Se refiere el caso al área operacional para su cotejo y acción correspondiente. ML",,,,9.0973852923172E+017,https://twitter.com/ACUEDUCTOSPR/status/909738529231720448,
ACUEDUCTOSPR,2017-09-18 07:11,0,0,"Buenos días, gracias por notificarnos. Se refiere la información al área operacional para cotejo y acción correspondiente. NCC",,,,9.09736625382597E+017,https://twitter.com/ACUEDUCTOSPR/status/909736625382596608,
ACUEDUCTOSPR,2017-09-18 07:11,0,0,"Buenos días, gracias por escribirnos. Brigadas de la AAA y AEE trabajan en conjunto para restablecer servicio en el área. NCC",,,,9.097365456698E+017,https://twitter.com/ACUEDUCTOSPR/status/909736545669799936,
ACUEDUCTOSPR,2017-09-18 07:10,0,0,"Buenos días, gracias por la información. Se refiere la situación al área operacional para su cotejo y acción correspondiente. ML",,,,9.09736388517654E+017,https://twitter.com/ACUEDUCTOSPR/status/909736388517654529,
ACUEDUCTOSPR,2017-09-18 07:10,0,0,"Buenos días, gracias por informarnos. Se refiere la situación al área operacional para su cotejo y acción correspondiente. ML",,,,9.09736272939438E+017,https://twitter.com/ACUEDUCTOSPR/status/909736272939438080,
ACUEDUCTOSPR,2017-09-17 19:45,0,0,"Buenas noches, gracias por notificarnos. Brigadas de AAA y AEE trabajan en conjunto para restablecer el servicio en la zona. NCC",,,,9.09564042406253E+017,https://twitter.com/ACUEDUCTOSPR/status/909564042406252544,
ACUEDUCTOSPR,2017-09-17 19:42,0,0,"Buenas noches, gracias por escribirnos. Se realizan ajustes operacionales a la estación de bombas Dominguito. NCC",,,,9.09563291386749E+017,https://twitter.com/ACUEDUCTOSPR/status/909563291386748929,
ACUEDUCTOSPR,2017-09-17 19:02,0,0,Gracias por escribirnos. Favor de indicarnos dirección exacta para referirlo al área operacional. NCC,,,,9.09553146753638E+017,https://twitter.com/ACUEDUCTOSPR/status/909553146753638400,
ACUEDUCTOSPR,2017-09-17 18:52,0,1,"Gracias por notificarnos, referimos la información al área operacional para validación y acción correspondiente. NC",,,,9.09550718541017E+017,https://twitter.com/ACUEDUCTOSPR/status/909550718541017088,
