username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,
ACUEDUCTOSPR,2017-09-11 13:08,0,0,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.07289696497267E+017,https://twitter.com/ACUEDUCTOSPR/status/907289696497266688,
ACUEDUCTOSPR,2017-09-11 13:04,0,1,"Buenas tardes, se refiere al área operacional para cotejo. NCC",,,,9.07288769988002E+017,https://twitter.com/ACUEDUCTOSPR/status/907288769988001792,
ACUEDUCTOSPR,2017-09-11 12:58,0,0,El pozo Monzerrate aún no tiene servicio de energía eléctrica. NCC,,,,9.07287361083597E+017,https://twitter.com/ACUEDUCTOSPR/status/907287361083596800,
ACUEDUCTOSPR,2017-09-11 12:44,0,1,"Buenas tardes, se refiere al área operacional para cotejo. NCC",,,,9.07283688156778E+017,https://twitter.com/ACUEDUCTOSPR/status/907283688156778502,
ACUEDUCTOSPR,2017-09-11 11:49,0,0,"Buenos días, la planta de filtros Hatillo reporta problemas internos. Brigada realiza los ajustes operacionales. NCC",,,,9.07269795862729E+017,https://twitter.com/ACUEDUCTOSPR/status/907269795862728704,
ACUEDUCTOSPR,2017-09-11 11:44,0,0,"Buenos días, aún tenemos varios sistemas sin servicio de energía eléctrica. NCC",,,,9.07268529442972E+017,https://twitter.com/ACUEDUCTOSPR/status/907268529442971648,
ACUEDUCTOSPR,2017-09-11 11:39,0,0,Estación de bombas se encuentra sin servicio eléctrico. -ZB,,,,9.07267376152007E+017,https://twitter.com/ACUEDUCTOSPR/status/907267376152006661,
ACUEDUCTOSPR,2017-09-11 11:22,0,0,"Buenas tardes, el sistema continua en recuperación. NCC",,,,9.07263190165225E+017,https://twitter.com/ACUEDUCTOSPR/status/907263190165225472,
ACUEDUCTOSPR,2017-09-11 11:19,0,0,"Buenos días, tenemos varios sistemas aún sin servicio de energía eléctrica. NCC",,,,9.07262421307462E+017,https://twitter.com/ACUEDUCTOSPR/status/907262421307461632,
ACUEDUCTOSPR,2017-09-11 11:17,0,1,"Gracias por notificar, se refiere para cotejo. NCC",,,,9.0726179552145E+017,https://twitter.com/ACUEDUCTOSPR/status/907261795521449985,
ACUEDUCTOSPR,2017-09-11 11:04,0,0,Estación de bombas se encuentra sin el servicio eléctrico. -ZB,,,,9.07258571758457E+017,https://twitter.com/ACUEDUCTOSPR/status/907258571758456835,
ACUEDUCTOSPR,2017-09-11 10:49,0,1,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.0725469532819E+017,https://twitter.com/ACUEDUCTOSPR/status/907254695328190465,
ACUEDUCTOSPR,2017-09-11 10:42,0,0,Se cotejo el bo. Navarro cuenta con servicio. Debe cotejar con la administración que el bombeo de la cisterna se encuentre operando. -ZB,,,,9.07253066289869E+017,https://twitter.com/ACUEDUCTOSPR/status/907253066289868800,
ACUEDUCTOSPR,2017-09-11 10:39,0,0,Podrían indicar sector? -ZB,,,,9.07252252817142E+017,https://twitter.com/ACUEDUCTOSPR/status/907252252817141762,
ACUEDUCTOSPR,2017-09-11 10:39,0,0,Se pasan los al área operacional. -ZB,,,,9.07252139277386E+017,https://twitter.com/ACUEDUCTOSPR/status/907252139277385728,
ACUEDUCTOSPR,2017-09-11 10:11,0,1,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.07245170881638E+017,https://twitter.com/ACUEDUCTOSPR/status/907245170881638400,
ACUEDUCTOSPR,2017-09-11 10:10,0,0,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.072450773277E+017,https://twitter.com/ACUEDUCTOSPR/status/907245077327699968,
ACUEDUCTOSPR,2017-09-11 10:09,0,0,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.07244684694696E+017,https://twitter.com/ACUEDUCTOSPR/status/907244684694695936,
ACUEDUCTOSPR,2017-09-11 10:08,0,0,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.07244567329735E+017,https://twitter.com/ACUEDUCTOSPR/status/907244567329734658,
ACUEDUCTOSPR,2017-09-11 10:08,0,1,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.07244379286499E+017,https://twitter.com/ACUEDUCTOSPR/status/907244379286499329,
ACUEDUCTOSPR,2017-09-11 10:07,1,1,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.07244308021084E+017,https://twitter.com/ACUEDUCTOSPR/status/907244308021084160,
ACUEDUCTOSPR,2017-09-11 10:06,0,0,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.07244051396788E+017,https://twitter.com/ACUEDUCTOSPR/status/907244051396788225,
ACUEDUCTOSPR,2017-09-11 10:06,0,0,"Buenos días, confrontamos problemas con el sistema de bombas. Debido a la falta de energía eléctrica, estamos trabajando con la situación ML",,,,9.07244049932878E+017,https://twitter.com/ACUEDUCTOSPR/status/907244049932877826,
ACUEDUCTOSPR,2017-09-11 10:06,0,0,"Buenos días, confrontamos problemas con la estación de bombas debido a la falta de energía eléctrica. Estamos trabajando con el asunto ML",,,,9.07244045377958E+017,https://twitter.com/ACUEDUCTOSPR/status/907244045377957888,
ACUEDUCTOSPR,2017-09-11 10:01,0,0,Estación se encuentra operando con servicio eléctrico desde el sábado y se valido el restablecimiento en la zona. Se enviará a cotejar. -ZB,,,,9.07242689325883E+017,https://twitter.com/ACUEDUCTOSPR/status/907242689325883392,
ACUEDUCTOSPR,2017-09-11 09:38,0,0,"Buenos días, el sistema está en recuperación. Los sectores mas altos tomará más tiempo en restablecerse el servicio. NCC",,,,9.07236871494947E+017,https://twitter.com/ACUEDUCTOSPR/status/907236871494946816,
ACUEDUCTOSPR,2017-09-11 09:35,0,0,"Buenos días, el sistema está en recuperación. NCC",,,,9.07236059750298E+017,https://twitter.com/ACUEDUCTOSPR/status/907236059750297600,
ACUEDUCTOSPR,2017-09-11 09:08,0,0,"Buenos días, la planta de filtros Corozal Urbana está en operación. Se espera que en horas de la tarde se restablezca el servicio. NCC",,,,9.07229432171127E+017,https://twitter.com/ACUEDUCTOSPR/status/907229432171126784,
ACUEDUCTOSPR,2017-09-11 09:06,0,0,"Buenos días, la planta de filtos Almirante Sur continua con problemas de energía eléctrica. Brigadas trabajan para restablecer servicio. NC",,,,9.07228837527867E+017,https://twitter.com/ACUEDUCTOSPR/status/907228837527867392,
ACUEDUCTOSPR,2017-09-11 08:58,0,0,Estación de bombas aún se encuentra sin servicio eléctrico. -ZB,,,,9.0722686002681E+017,https://twitter.com/ACUEDUCTOSPR/status/907226860026810368,
ACUEDUCTOSPR,2017-09-11 08:32,0,0,"Buenos días, la planta de filtros Quebrada reporta problemas internos. Brigada realiza los ajustes operacionales. NCC",,,,9.07220306498072E+017,https://twitter.com/ACUEDUCTOSPR/status/907220306498072576,
ACUEDUCTOSPR,2017-09-11 08:25,0,0,"Buenos días, la planta de filtros Corozal Urbano ya está en operación. Se espera que en horas de la tarde se restablezca el servicio. NCC",,,,9.07218433682616E+017,https://twitter.com/ACUEDUCTOSPR/status/907218433682616320,
ACUEDUCTOSPR,2017-09-11 08:20,17,10,Al restablecer el servicio se recomienda #Hervir el agua durante #CincoMinutos antes de consumirla #AAAparaTodos #AAAparaPR #PRSeLevanta pic.twitter.com/yKmisIEl1m,,,#Hervir #CincoMinutos #AAAparaTodos #AAAparaPR #PRSeLevanta,9.07217325836906E+017,https://twitter.com/ACUEDUCTOSPR/status/907217325836906497,
ACUEDUCTOSPR,2017-09-11 08:14,0,1,[Ahora] @PresidenteAAA en entrevista con #RaúlAntonio por @WKAQ580 informa las estadísticas de avances de restablecimiento del servicio,,@PresidenteAAA @WKAQ580,#Ra,9.07215853950783E+017,https://twitter.com/ACUEDUCTOSPR/status/907215853950783488,
ACUEDUCTOSPR,2017-09-11 08:11,0,0,"Buenos días, la planta de filtros Quebrada reporta problemas internos. Brigada trabaja en la avería. NCC",,,,9.07215059897733E+017,https://twitter.com/ACUEDUCTOSPR/status/907215059897733123,
ACUEDUCTOSPR,2017-09-11 06:28,0,0,La estación de bombas ya opera con servicio eléctrico. -ZB,,,,9.07189123756282E+017,https://twitter.com/ACUEDUCTOSPR/status/907189123756281856,
ACUEDUCTOSPR,2017-09-11 06:28,0,0,Favor de indicar sector. Se valido el restablecimiento en algunas zonas del barrio cañaboncito. -ZB,,,,9.07188996526232E+017,https://twitter.com/ACUEDUCTOSPR/status/907188996526231553,
ACUEDUCTOSPR,2017-09-11 06:26,1,0,Aún estación de bombas se encuentra sin servicio eléctrico. -ZB,,,,9.07188658930844E+017,https://twitter.com/ACUEDUCTOSPR/status/907188658930843648,
ACUEDUCTOSPR,2017-09-11 06:25,0,0,"Favor de indicar sector, se valido que el servicio se restableció en alguno sectores de esa zona. -ZB",,,,9.07188326872088E+017,https://twitter.com/ACUEDUCTOSPR/status/907188326872088579,
ACUEDUCTOSPR,2017-09-11 06:16,0,0,"Buenos días, se refiere al área operacional para cotejo. NCC",,,,9.07186163366203E+017,https://twitter.com/ACUEDUCTOSPR/status/907186163366203392,
ACUEDUCTOSPR,2017-09-11 06:16,0,0,"Buenos días, el sistema está en recuperación. NCC",,,,9.0718601675425E+017,https://twitter.com/ACUEDUCTOSPR/status/907186016754249728,
ACUEDUCTOSPR,2017-09-11 06:15,0,1,"Buenos días, se refiere al área operacional para cotejo. NCC",,,,9.07185912152514E+017,https://twitter.com/ACUEDUCTOSPR/status/907185912152514560,
ACUEDUCTOSPR,2017-09-11 06:15,0,0,"Buenos días, se refiere al área operacional para cotejo. NCC",,,,9.0718581882925E+017,https://twitter.com/ACUEDUCTOSPR/status/907185818829250560,
ACUEDUCTOSPR,2017-09-11 06:14,0,1,"Buensod días, se refiere al área operacional para cotejo. NCC",,,,9.07185675681894E+017,https://twitter.com/ACUEDUCTOSPR/status/907185675681894401,
ACUEDUCTOSPR,2017-09-10 22:12,0,0,Se continúan recuperando niveles. Sectores que se sirven de bombeos pueden tardar màs. Wm,,,,9.07064362065699E+017,https://twitter.com/ACUEDUCTOSPR/status/907064362065698817,
ACUEDUCTOSPR,2017-09-10 20:06,0,0,Favor de indicar barrio y sector para que podamos asistirle. -ZB,,,,9.07032681577423E+017,https://twitter.com/ACUEDUCTOSPR/status/907032681577422848,
ACUEDUCTOSPR,2017-09-10 20:06,0,0,Planta de filtros ya opera con servicio eléctrico. Se pasan los datos al área para que cotejen la zona. -ZB,,,,9.07032484881342E+017,https://twitter.com/ACUEDUCTOSPR/status/907032484881342466,
ACUEDUCTOSPR,2017-09-10 19:59,0,0,Estación de bombas aún se encuentra sin el servicio eléctrico. -ZB,,,,9.07030925346836E+017,https://twitter.com/ACUEDUCTOSPR/status/907030925346836487,
ACUEDUCTOSPR,2017-09-10 19:55,0,0,Favor de indicar barrio y sector para que podamos asistirle. -ZB,,,,9.07029899910816E+017,https://twitter.com/ACUEDUCTOSPR/status/907029899910815744,
ACUEDUCTOSPR,2017-09-10 19:16,0,0,"Buenas noches, el sistema está en recuperación. NCC",,,,9.0702006014908E+017,https://twitter.com/ACUEDUCTOSPR/status/907020060149080064,
ACUEDUCTOSPR,2017-09-10 19:16,0,0,"Buenas noches, el sistema está en recuperación. NCC",,,,9.07019874748203E+017,https://twitter.com/ACUEDUCTOSPR/status/907019874748203008,
ACUEDUCTOSPR,2017-09-10 19:15,0,0,"Buenas noches, se refiere al área operacional. NCC",,,,9.07019744288674E+017,https://twitter.com/ACUEDUCTOSPR/status/907019744288673793,
ACUEDUCTOSPR,2017-09-10 19:14,0,1,"Buenas noches, el sistema está en recuperación. NCC",,,,9.07019469335265E+017,https://twitter.com/ACUEDUCTOSPR/status/907019469335265282,
ACUEDUCTOSPR,2017-09-10 18:08,0,0,El pozo voluntario ya se encuentra operando con servicio eléctrico. Sistema en recuperación. -ZB,,,,9.07002942921863E+017,https://twitter.com/ACUEDUCTOSPR/status/907002942921863170,
ACUEDUCTOSPR,2017-09-10 18:07,0,0,Favor de indicar municipio para que podamos asistirle. -ZB,,,,9.07002713459786E+017,https://twitter.com/ACUEDUCTOSPR/status/907002713459785729,
ACUEDUCTOSPR,2017-09-10 18:07,0,0,"El pozo voluntario ya se encuentra con servicio eléctrico, sistema en recuperación. -ZB",,,,9.0700257868014E+017,https://twitter.com/ACUEDUCTOSPR/status/907002578680139776,
ACUEDUCTOSPR,2017-09-10 17:42,1,1,Compartimos reportaje del @ElNuevoDia donde reseñan el listado de #Oasis Esta es la lista de los oasis de la AAA - http:// bit.ly/2eLPqdI pic.twitter.com/oDn00ecmbP,,@ElNuevoDia,#Oasis,9.06996311827808E+017,https://twitter.com/ACUEDUCTOSPR/status/906996311827808256,
ACUEDUCTOSPR,2017-09-10 17:31,3,1,"[ACTUALIZADO] listado oficial de los #Oasis , como parte del plan de contingencia debido a los impactos de #IrmaPR #UnEquipo pic.twitter.com/7gAHhH04Fl",,,#Oasis #IrmaPR #UnEquipo,9.06993445264294E+017,https://twitter.com/ACUEDUCTOSPR/status/906993445264293888,
ACUEDUCTOSPR,2017-09-10 17:30,6,1,"[ACTUALIZADO] listado oficial de los #Oasis , como parte del plan de contingencia debido a los impactos de #IrmaPR #UnEquipo pic.twitter.com/B2esF72NAo",,,#Oasis #IrmaPR #UnEquipo,9.06993334857687E+017,https://twitter.com/ACUEDUCTOSPR/status/906993334857687040,
ACUEDUCTOSPR,2017-09-10 17:30,5,4,"[ACTUALIZADO] listado oficial de los #Oasis , como parte del plan de contingencia debido a los impactos de #IrmaPR #UnEquipo pic.twitter.com/XQGTc861rh",,,#Oasis #IrmaPR #UnEquipo,9.06993235922432E+017,https://twitter.com/ACUEDUCTOSPR/status/906993235922432001,
ACUEDUCTOSPR,2017-09-10 17:24,0,1,"Buenas tardes, el sistema está en recuperación. NCC",,,,9.06991741303128E+017,https://twitter.com/ACUEDUCTOSPR/status/906991741303128064,
ACUEDUCTOSPR,2017-09-10 17:23,4,0,ACTUALIZACIÓN LISTA DE OASIS DE LA AAA (Revisado 5:00 p.m.) http://www. acueductospr.com/comunicados/de fault?docid=FF27A6CE47606ADA0425819700750E8A … pic.twitter.com/IlJx4Z1P7t,,,,9.06991645119447E+017,https://twitter.com/ACUEDUCTOSPR/status/906991645119447040,
ACUEDUCTOSPR,2017-09-10 17:23,0,0,"Buenas tardes, el sistema sigue en recuperación. Los sectores mas altos tomará más tiempo en restablecerse el servicio. NCC",,,,9.0699156177014E+017,https://twitter.com/ACUEDUCTOSPR/status/906991561770139649,
ACUEDUCTOSPR,2017-09-10 17:18,0,0,Favor de indicar sector. El pozo voluntario ya se encuentra operando con servicio eléctrico. -ZB,,,,9.06990237171245E+017,https://twitter.com/ACUEDUCTOSPR/status/906990237171245056,
ACUEDUCTOSPR,2017-09-10 17:09,0,0,Estación de bombas sin servicio eléctrico. -ZB,,,,9.06987952978493E+017,https://twitter.com/ACUEDUCTOSPR/status/906987952978493444,
ACUEDUCTOSPR,2017-09-10 17:05,8,8,"[Aviso] adjunto listado de oficinas que ofrecerán servicios lunes,11 de septiembre de 2017 de 7:30am a 3:00pm #PRSeLevanta #AAAparaTodos pic.twitter.com/x1Mwpn1FD3",,,#PRSeLevanta #AAAparaTodos,9.06987115103256E+017,https://twitter.com/ACUEDUCTOSPR/status/906987115103256576,
ACUEDUCTOSPR,2017-09-10 16:17,0,0,Camión cisterna en el coliseo municipal del Bo. Gato y un camión dando rondas por el sector Mata Caña de Orocovis .-TR,,,,9.0697490235548E+017,https://twitter.com/ACUEDUCTOSPR/status/906974902355480578,
ACUEDUCTOSPR,2017-09-10 15:59,0,0,Se pasan los datos al área operacional correspondiente. -ZB,,,,9.06970426395517E+017,https://twitter.com/ACUEDUCTOSPR/status/906970426395516928,
ACUEDUCTOSPR,2017-09-10 15:15,11,10,. @PresidenteAAA y #DirectorEjecutivo @AEEONLINE actualizan información clientes afectados #AEEyacomenzamos #AAAporPR #PRSeLevanta #UnEquipo pic.twitter.com/E1YXUbvI7D,,@PresidenteAAA @AEEONLINE,#DirectorEjecutivo #AEEyacomenzamos #AAAporPR #PRSeLevanta #UnEquipo,9.0695922715929E+017,https://twitter.com/ACUEDUCTOSPR/status/906959227159289856,
ACUEDUCTOSPR,2017-09-10 14:10,11,11,"Durante está emergencia podrás #PagarTuCuenta , #ReportarAverías , ver tu #FacturaElectrónica y ver #EstatusDeOrdenes http:// acueductospr.com/micuenta/login pic.twitter.com/ApvDDEKvqv",,,#PagarTuCuenta #ReportarAver #FacturaElectr #EstatusDeOrdenes,9.06942856799105E+017,https://twitter.com/ACUEDUCTOSPR/status/906942856799105025,
ACUEDUCTOSPR,2017-09-10 13:46,0,0,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06937053996339E+017,https://twitter.com/ACUEDUCTOSPR/status/906937053996339200,
ACUEDUCTOSPR,2017-09-10 13:36,0,0,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06934295012495E+017,https://twitter.com/ACUEDUCTOSPR/status/906934295012495362,
ACUEDUCTOSPR,2017-09-10 13:35,0,0,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06934051348652E+017,https://twitter.com/ACUEDUCTOSPR/status/906934051348652032,
ACUEDUCTOSPR,2017-09-10 13:34,0,0,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06933920855454E+017,https://twitter.com/ACUEDUCTOSPR/status/906933920855453698,
ACUEDUCTOSPR,2017-09-10 13:33,0,0,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06933761924878E+017,https://twitter.com/ACUEDUCTOSPR/status/906933761924878336,
ACUEDUCTOSPR,2017-09-10 13:04,0,0,Se pasan los datos al personal de turno. -ZB,,,,9.06926487361769E+017,https://twitter.com/ACUEDUCTOSPR/status/906926487361769472,
ACUEDUCTOSPR,2017-09-10 13:02,0,0,Aguadilla está recuperando servicio hoy en sus diferentes barrios. Será paulatino. Wm,,,,9.06925841002779E+017,https://twitter.com/ACUEDUCTOSPR/status/906925841002778627,
ACUEDUCTOSPR,2017-09-10 13:00,0,1,Sistema que le sirve a este barrio está en recuperación hoy.,,,,9.06925426680975E+017,https://twitter.com/ACUEDUCTOSPR/status/906925426680975360,
ACUEDUCTOSPR,2017-09-10 12:59,0,0,Estación de bombas Jiménez esta fuera de servicio por avería @AEEONLINE,,@AEEONLINE,,9.06925023939752E+017,https://twitter.com/ACUEDUCTOSPR/status/906925023939751936,
ACUEDUCTOSPR,2017-09-10 12:52,0,0,Se notificó al personal de turno para revisión del sistema. Wm,,,,9.06923304107303E+017,https://twitter.com/ACUEDUCTOSPR/status/906923304107302912,
ACUEDUCTOSPR,2017-09-10 12:50,0,0,Se coteja con el área operacional. Wm,,,,9.06922835289002E+017,https://twitter.com/ACUEDUCTOSPR/status/906922835289001984,
ACUEDUCTOSPR,2017-09-10 12:49,0,1,"Buenas tardes, se refiere al área operacional para cotejo. NCC",,,,9.06922479112921E+017,https://twitter.com/ACUEDUCTOSPR/status/906922479112921088,
ACUEDUCTOSPR,2017-09-10 12:48,1,2,"Buenas tardes, el camión estará nuevamente frente a Escuela Padre Anibal. Estaba recargando. NCC",,,,9.06922286929904E+017,https://twitter.com/ACUEDUCTOSPR/status/906922286929903616,
ACUEDUCTOSPR,2017-09-10 12:46,0,0,Se notifica al área operacional para seguimiento. Wm,,,,9.06921808481448E+017,https://twitter.com/ACUEDUCTOSPR/status/906921808481447936,
ACUEDUCTOSPR,2017-09-10 12:10,0,0,"Buenos días, el sistema está en recuperación. NCC",,,,9.0691267111469E+017,https://twitter.com/ACUEDUCTOSPR/status/906912671114690562,
ACUEDUCTOSPR,2017-09-10 12:09,0,0,"Buenos días, el sistema está en recuperación. NCC",,,,9.06912456769E+017,https://twitter.com/ACUEDUCTOSPR/status/906912456768999424,
ACUEDUCTOSPR,2017-09-10 12:08,1,1,"Buenos días, el sistema está en recuperación. NCC",,,,9.06912325197804E+017,https://twitter.com/ACUEDUCTOSPR/status/906912325197803523,
ACUEDUCTOSPR,2017-09-10 12:08,0,2,"Buenos días, el sistema se encuentra recuperando. NCC",,,,9.06912195954569E+017,https://twitter.com/ACUEDUCTOSPR/status/906912195954569217,
ACUEDUCTOSPR,2017-09-10 11:35,0,0,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06904021503541E+017,https://twitter.com/ACUEDUCTOSPR/status/906904021503541248,
ACUEDUCTOSPR,2017-09-10 11:34,1,1,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06903765470642E+017,https://twitter.com/ACUEDUCTOSPR/status/906903765470642176,
ACUEDUCTOSPR,2017-09-10 11:32,0,0,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06903317225333E+017,https://twitter.com/ACUEDUCTOSPR/status/906903317225332736,
ACUEDUCTOSPR,2017-09-10 11:32,0,0,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06903231124656E+017,https://twitter.com/ACUEDUCTOSPR/status/906903231124656130,
ACUEDUCTOSPR,2017-09-10 11:32,0,0,"Buenas tardes, problemas con el servicio de energía eléctrica, tiene la estación de bombas fuera de servicio. ML",,,,9.06903144713654E+017,https://twitter.com/ACUEDUCTOSPR/status/906903144713654274,
ACUEDUCTOSPR,2017-09-10 10:34,0,1,"Buenos días, el sistema está en recuperación. NCC",,,,9.06888701929763E+017,https://twitter.com/ACUEDUCTOSPR/status/906888701929762816,
ACUEDUCTOSPR,2017-09-10 10:12,0,0,"Buenos días, el sistema está en recuperación. NCC",,,,9.06883155117974E+017,https://twitter.com/ACUEDUCTOSPR/status/906883155117973507,
ACUEDUCTOSPR,2017-09-10 09:49,3,6,. @PresidenteAAA realiza un recorrido por la #RegiónSur #Orocovis junto al gobernador @ricardorossello y el alcalde #JesúsColón #PRSeLevanta pic.twitter.com/feSKa7cK6J,,@PresidenteAAA @ricardorossello,#Regi #Orocovis #Jes #PRSeLevanta,9.06877225307386E+017,https://twitter.com/ACUEDUCTOSPR/status/906877225307385857,
ACUEDUCTOSPR,2017-09-10 09:48,6,5,. @PresidenteAAA realiza un recorrido por la #RegiónSur #Orocovis junto al gobernador @ricardorossello y el alcalde #JesúsColón #PRSeLevanta pic.twitter.com/Wzg04lisVO,,@PresidenteAAA @ricardorossello,#Regi #Orocovis #Jes #PRSeLevanta,9.06876976815919E+017,https://twitter.com/ACUEDUCTOSPR/status/906876976815919104,
ACUEDUCTOSPR,2017-09-10 09:26,0,0,Favor de indicar sector. -ZB,,,,9.06871582517232E+017,https://twitter.com/ACUEDUCTOSPR/status/906871582517231616,
ACUEDUCTOSPR,2017-09-10 09:21,10,18,Nuestro empleados están comprometidos con la recuperación y estabilidad de nuestro pueblo #AAAparaPR #PRSeLevanta pic.twitter.com/0ywZKTyU9T,,,#AAAparaPR #PRSeLevanta,9.06870310569423E+017,https://twitter.com/ACUEDUCTOSPR/status/906870310569422848,
ACUEDUCTOSPR,2017-09-10 09:20,5,12,Nuestro empleados están comprometidos con la recuperación y estabilidad de nuestro pueblo #AAAparaPR #PRSeLevanta pic.twitter.com/QSv1Q8A7Gw,,,#AAAparaPR #PRSeLevanta,9.06869941969793E+017,https://twitter.com/ACUEDUCTOSPR/status/906869941969793026,
ACUEDUCTOSPR,2017-09-10 09:04,0,0,Sistema en recuperación. Wm,,,,9.06865854075286E+017,https://twitter.com/ACUEDUCTOSPR/status/906865854075285504,
ACUEDUCTOSPR,2017-09-10 09:03,0,1,Se debió a una rotura que fue reparada. Sistema en recuperación. Wm,,,,9.06865662429188E+017,https://twitter.com/ACUEDUCTOSPR/status/906865662429188102,
ACUEDUCTOSPR,2017-09-10 09:02,0,0,Sistema en recuperación hoy. Wm,,,,9.06865403997164E+017,https://twitter.com/ACUEDUCTOSPR/status/906865403997163520,
ACUEDUCTOSPR,2017-09-10 08:47,0,0,Gracias por confirmar. -ZB,,,,9.06861700036657E+017,https://twitter.com/ACUEDUCTOSPR/status/906861700036657152,
ACUEDUCTOSPR,2017-09-10 07:54,0,0,"Buenos días, el sistema está en recuperación. NCC",,,,9.06848298929148E+017,https://twitter.com/ACUEDUCTOSPR/status/906848298929147904,
ACUEDUCTOSPR,2017-09-10 07:53,0,1,"Buenos días, se refiere al área operacional para cotejo. NCC",,,,9.06848186807013E+017,https://twitter.com/ACUEDUCTOSPR/status/906848186807013377,
ACUEDUCTOSPR,2017-09-10 07:53,0,0,"Buenos días, se refiere al área operacional para cotejo. NCC",,,,9.06848061338595E+017,https://twitter.com/ACUEDUCTOSPR/status/906848061338595329,
ACUEDUCTOSPR,2017-09-10 07:52,0,0,"Buenos días, el sistema está en recuperación. NCC",,,,9.06847788897628E+017,https://twitter.com/ACUEDUCTOSPR/status/906847788897628161,
ACUEDUCTOSPR,2017-09-10 05:15,0,0,"Buenos días, el sistema está en recuperación. NCC",,,,9.06808246329115E+017,https://twitter.com/ACUEDUCTOSPR/status/906808246329114625,
ACUEDUCTOSPR,2017-09-10 05:14,0,1,"Buenos días, el sistema está en recuperación. NCC",,,,9.06808128448221E+017,https://twitter.com/ACUEDUCTOSPR/status/906808128448221185,
ACUEDUCTOSPR,2017-09-10 05:14,0,0,"Buenos días, el sistema está en recuperación. NCC",,,,9.06807993660056E+017,https://twitter.com/ACUEDUCTOSPR/status/906807993660055552,
ACUEDUCTOSPR,2017-09-10 05:13,0,1,"Buenos días, el sistema está en recuperación. NCC",,,,9.0680785695085E+017,https://twitter.com/ACUEDUCTOSPR/status/906807856950849536,
ACUEDUCTOSPR,2017-09-09 22:59,0,0,"Buenas noches, aún tenemos varios sistemas sin servicio de energía eléctrica. Disculpe los inconvenientes. NCC",,,,9.06713796802118E+017,https://twitter.com/ACUEDUCTOSPR/status/906713796802117633,
ACUEDUCTOSPR,2017-09-09 22:58,0,2,"Buenas noches, aún tenemos varios sistemas sin servicio de energía eléctrica. Disculpe los inconvenientes. NCC",,,,9.0671346069588E+017,https://twitter.com/ACUEDUCTOSPR/status/906713460695879680,
ACUEDUCTOSPR,2017-09-09 22:23,0,2,En Mayagüez el servicio esta en recuperación.,,,,9.06704540942193E+017,https://twitter.com/ACUEDUCTOSPR/status/906704540942192640,
ACUEDUCTOSPR,2017-09-09 22:19,0,3,Ya se reparó la tubería y la planta esta en proceso de aumentar producción. Sistema en recuperación. Wm,,,,9.06703771077694E+017,https://twitter.com/ACUEDUCTOSPR/status/906703771077693440,
ACUEDUCTOSPR,2017-09-09 22:18,0,1,"Buenas noches, el sistema Dos Millones reporta problemas internos de energía eléctrica. NCC",,,,9.06703292280971E+017,https://twitter.com/ACUEDUCTOSPR/status/906703292280971264,
ACUEDUCTOSPR,2017-09-09 22:18,0,0,"Se esta trabajando para restablecer sistema que le sirve, afectado por problemas mecànicos en estación de bombas. Wm",,,,9.06703274396586E+017,https://twitter.com/ACUEDUCTOSPR/status/906703274396585985,
ACUEDUCTOSPR,2017-09-09 21:30,0,0,"Buenas noches, se estará ubicando en la Oficina de Manejo de Emergencias, de haber cambio le notificaremos. NCC",,,,9.06691367136625E+017,https://twitter.com/ACUEDUCTOSPR/status/906691367136624641,
